,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
516,17114162,,,,2.0,3.0,,,2.0,,1272.0,1272.0,1272.0,,,1272.0,,6111.0,1.0,2.0,2.0,441.0,,,34257288.0,-119196044.0,8784.0,,,,,,1111,261.0,,61110015.063003,34543.0,2061.0,,97083.0,5.0,,,,,240.0,,1958.0,1.0,,126534.0,194654.0,2015.0,68120.0,2408.18,,,61110015063003.0
517,17114793,,,,2.0,3.0,,,2.0,,1284.0,1284.0,1284.0,,,1284.0,,6111.0,1.0,2.0,2.0,440.0,,,34261743.0,-119208051.0,6200.0,,,,,,1111,261.0,,61110015.032003,34543.0,2061.0,,97083.0,5.0,,,,,,,1963.0,1.0,,149000.0,427000.0,2015.0,278000.0,4562.96,,,61110015032003.0
518,17115116,,,,2.5,5.0,,,2.5,,754.0,1768.0,1768.0,,,754.0,,6111.0,1.0,2.0,2.0,546.0,,,34259451.0,-119202495.0,6210.0,,,,,,1111,261.0,,61110015.072001,34543.0,2061.0,,97083.0,8.0,,1.0,,,,,1965.0,2.0,,65900.0,84703.0,2015.0,18803.0,928.9,,,61110015072001.0
519,17115392,,,,2.0,3.0,,,2.0,,1057.0,1057.0,1057.0,,,1057.0,,6111.0,,2.0,2.0,0.0,,,34263041.0,-119197898.0,2178.0,,,,,,1129,266.0,,61110015.061005,34543.0,2061.0,,97083.0,5.0,,,,,120.0,,1978.0,1.0,,113426.0,151213.0,2015.0,37787.0,1664.38,,,61110015061005.0
520,17115515,,,,2.5,3.0,,,2.5,,620.0,1333.0,1333.0,,,620.0,,6111.0,,2.0,2.0,0.0,,,34261519.0,-119197562.0,2178.0,,,,,,1129,266.0,,61110015.061017,34543.0,2061.0,116692.0,97083.0,5.0,,1.0,,,,,1978.0,2.0,,189000.0,315000.0,2015.0,126000.0,3300.26,,,61110015061017.0
521,17115684,,,,2.0,3.0,,,2.0,,1449.0,1449.0,1449.0,,,1449.0,,6111.0,1.0,2.0,2.0,453.0,,,34263757.0,-119209161.0,3682.0,,,,,,1111,261.0,,61110015.032005,34543.0,2061.0,,97083.0,6.0,,,,,,,1976.0,1.0,,162035.0,270053.0,2015.0,108018.0,2836.9,,,61110015032005.0
522,17116687,,,,2.0,3.0,,,2.0,,1135.0,1135.0,1135.0,,,1135.0,,6111.0,,2.0,1.0,0.0,,,34262138.0,-119217562.0,,,,,,,1129,266.0,,61110015.023003,34543.0,2061.0,,97083.0,5.0,,,,,,,1974.0,1.0,,49641.0,99282.0,2015.0,49641.0,1115.52,,,61110015023003.0
523,17116787,,,,2.0,3.0,,,2.0,,1135.0,1135.0,1135.0,,,1135.0,,6111.0,,2.0,1.0,0.0,,,34261168.0,-119216673.0,,,,,,,1129,266.0,,61110015.023003,34543.0,2061.0,761210.0,97083.0,5.0,,,,,84.0,,1974.0,1.0,,54866.0,109732.0,2015.0,54866.0,1224.22,Y,9.0,61110015023003.0
524,17117469,,,,2.0,4.0,,,2.0,,1248.0,1733.0,1733.0,,,1248.0,,6111.0,1.0,2.0,2.0,504.0,,,34225441.0,-119193245.0,6309.0,,,,,,1111,261.0,,61110030.112002,13150.0,2061.0,,97107.0,8.0,,,,,400.0,,1961.0,1.0,,127804.0,187529.0,2015.0,59725.0,2236.12,,,61110030112002.0
525,17117960,,,,2.0,4.0,,,2.0,,1278.0,1278.0,1278.0,,,1278.0,,6111.0,1.0,2.0,2.0,460.0,,,34224679.0,-119185905.0,7404.0,,,,,,1111,261.0,,61110030.111011,13150.0,2061.0,135143.0,97107.0,6.0,,,,,328.0,,1974.0,1.0,,108066.0,144064.0,2015.0,35998.0,1715.86,,,61110030111011.0
526,17118074,,,,2.0,3.0,,,2.0,,1431.0,1431.0,1431.0,,,1431.0,,6111.0,1.0,2.0,2.0,0.0,,,34227471.0,-119184914.0,4791.0,,,,,,1128,265.0,,61110030.101004,13150.0,2061.0,,97107.0,6.0,,,,,110.0,,1975.0,1.0,,187988.0,313311.0,2015.0,125323.0,3626.8,,,61110030101004.0
527,17118374,,,,2.5,4.0,,,2.5,,965.0,2032.0,2032.0,,,965.0,,6111.0,1.0,2.0,2.0,489.0,,,34228579.0,-119190256.0,6534.0,,,,,,1111,261.0,,61110030.111004,13150.0,2061.0,,97107.0,7.0,,1.0,,,,,1978.0,2.0,,135600.0,173640.0,2015.0,38040.0,2002.28,,,61110030111004.0
528,17118666,,,,3.0,5.0,,,3.0,,1454.0,2723.0,2723.0,,,1454.0,,6111.0,2.0,3.0,2.0,636.0,,,34233843.0,-119184921.0,6760.0,,,,,,1111,261.0,,61110030.13201,13150.0,2061.0,,97107.0,9.0,,,,,,,1989.0,2.0,,336146.0,560240.0,2015.0,224094.0,6615.18,,,61110030132010.0
529,17118689,,,,2.0,4.0,,,2.0,,2055.0,2055.0,2055.0,,,2055.0,,6111.0,2.0,2.0,2.0,490.0,,,34234911.0,-119184371.0,6747.0,,,,,,1111,261.0,,61110030.132003,13150.0,2061.0,,97107.0,8.0,,,,,,,1991.0,1.0,,229523.0,382535.0,2015.0,153012.0,4532.38,,,61110030132003.0
530,17118812,,,,2.0,2.0,,,2.0,,1362.0,1362.0,1362.0,,,1362.0,,6111.0,1.0,2.0,2.0,0.0,,,34221375.0,-119178578.0,,,,,,,1129,266.0,,61110030.101008,13150.0,2061.0,,97107.0,4.0,,,,,,,1990.0,1.0,,112770.0,225540.0,2015.0,112770.0,2681.08,,,61110030101008.0
531,17118881,,,,2.0,3.0,,,2.0,,902.0,1849.0,1849.0,,,902.0,,6111.0,1.0,2.0,2.0,432.0,,,34230394.0,-119191522.0,4000.0,,,,,,1111,261.0,,61110030.131011,13150.0,2061.0,,97107.0,7.0,,,,,,,1999.0,2.0,,176751.0,314724.0,2015.0,137973.0,3754.34,,,61110030131011.0
532,17119334,,,,3.0,5.0,,,3.0,,1630.0,3088.0,3088.0,,,1630.0,,6111.0,2.0,3.0,2.0,622.0,,,34229702.0,-119187831.0,9960.0,,,,,,1111,261.0,,61110030.131019,13150.0,2061.0,,97107.0,9.0,,,,,,,1998.0,2.0,,237056.0,395089.0,2015.0,158033.0,4788.84,,,61110030131019.0
533,17119357,,,,3.0,5.0,,,3.0,,1261.0,2384.0,2384.0,,,1261.0,,6111.0,1.0,3.0,2.0,613.0,,,34234521.0,-119187105.0,10996.0,,,,,,1111,261.0,,61110030.131001,13150.0,2061.0,,97107.0,9.0,,,,,,,1996.0,2.0,,207317.0,345524.0,2015.0,138207.0,4117.2,,,61110030131001.0
534,17119503,,,,2.5,4.0,,,2.5,,1721.0,1721.0,1721.0,,,1721.0,,6111.0,1.0,2.0,2.0,451.0,,,34223171.0,-119183420.0,7452.0,,,,,,1111,261.0,,61110030.101007,13150.0,2061.0,,97107.0,8.0,,1.0,,,,,1987.0,1.0,,248261.0,413768.0,2015.0,165507.0,4900.04,,,61110030101007.0
535,17119701,,,,1.0,3.0,,,1.0,,1216.0,1216.0,1216.0,,,1216.0,,6111.0,1.0,1.0,1.0,200.0,,,34226665.0,-119172035.0,7200.0,,,,,,1110,261.0,,61110031.001004,13150.0,2061.0,,97107.0,6.0,,,,,,,1952.0,1.0,,109000.0,362000.0,2015.0,253000.0,4266.66,,,61110031001004.0
536,17119747,,,,1.5,3.0,,,1.5,,1348.0,1348.0,1348.0,,,1348.0,,6111.0,1.0,1.0,1.0,240.0,,,34225609.0,-119174151.0,6420.0,,,,,,1110,261.0,,61110031.001005,13150.0,2061.0,,97107.0,6.0,,1.0,,,,,1955.0,1.0,,29519.0,45794.0,2015.0,16275.0,489.44,,,61110031001005.0
537,17119993,,,,2.0,3.0,,,2.0,,1166.0,1166.0,1166.0,,,1166.0,,6111.0,1.0,2.0,2.0,438.0,,,34220183.0,-119164128.0,6016.0,,,,,,1111,261.0,,61110031.001039,13150.0,2061.0,,97107.0,6.0,,,,,285.0,,1962.0,1.0,,125411.0,250822.0,2015.0,125411.0,2985.86,,,61110031001039.0
538,17120193,,,,2.0,4.0,,,2.0,,1308.0,1308.0,1308.0,,,1308.0,,6111.0,1.0,2.0,2.0,435.0,,,34223133.0,-119162181.0,6016.0,,,,,,1111,261.0,,61110031.001027,13150.0,2061.0,,97107.0,6.0,,,,,189.0,,1962.0,1.0,,43973.0,57184.0,2015.0,13211.0,636.66,,,61110031001027.0
539,17120316,,,,4.0,4.0,,,4.0,,1101.0,1597.0,1597.0,,,1101.0,,6111.0,1.0,4.0,2.0,456.0,,,34227083.0,-119166746.0,9352.0,,,,,,1111,261.0,,61110031.001024,13150.0,2061.0,,97107.0,7.0,,,,,255.0,,1973.0,1.0,,86418.0,102718.0,2015.0,16300.0,1182.46,,,61110031001024.0
540,17121025,,,,2.0,4.0,,,2.0,,1110.0,1430.0,1430.0,,,1110.0,,6111.0,,2.0,1.0,380.0,,,34241722.0,-119157268.0,6777.0,,,,,,1111,261.0,,61110050.031002,13150.0,2061.0,,97107.0,7.0,,,,,,,1955.0,1.0,,86213.0,132627.0,2015.0,46414.0,2182.62,,,61110050031002.0
541,17121171,,,,2.0,4.0,,,2.0,,1178.0,1178.0,1178.0,,,1178.0,,6111.0,1.0,2.0,2.0,400.0,,,34239155.0,-119154081.0,6300.0,,,,,,1111,261.0,,61110050.031012,13150.0,2061.0,,97107.0,6.0,,,,,,,1956.0,1.0,,185095.0,308491.0,2015.0,123396.0,4114.42,,,61110050031012.0
542,17122226,,,,0.0,0.0,,,,,,3488.0,,,3488.0,,,6111.0,,,,,,,34230021.0,-119166311.0,35000.0,,,,,,1333,247.0,,61110050.032016,13150.0,2061.0,,97107.0,0.0,,,,3.0,,,1955.0,,,160000.0,390000.0,2015.0,230000.0,6836.14,,,61110050032016.0
543,17122643,,,,1.0,1.0,,,1.0,,632.0,632.0,,,632.0,632.0,,6111.0,,1.0,,,,,34227135.0,-119133918.0,41759.0,,,,,,1222,246.0,,61110050.021001,13150.0,2061.0,762926.0,97107.0,3.0,,,,2.0,,,1988.0,1.0,,512223.0,535259.0,2015.0,23036.0,6818.7,,,61110050021001.0
544,17123393,,,,2.5,5.0,,,2.5,,1464.0,2224.0,2224.0,,,1464.0,,6111.0,1.0,2.0,2.0,437.0,,,34239854.0,-119049704.0,7380.0,1.0,324.0,,,1.0,1111,261.0,,61110052.032011,51239.0,2061.0,,97089.0,9.0,,1.0,,,200.0,,1970.0,2.0,,193303.0,322163.0,2015.0,128860.0,3452.44,,,61110052032011.0
545,17123692,,,,2.0,3.0,,,2.0,,1284.0,1284.0,1284.0,,,1284.0,,6111.0,1.0,2.0,2.0,440.0,,,34244160.0,-119041989.0,20000.0,,,,,,1110,261.0,,61110052.031007,51239.0,2061.0,,97089.0,5.0,,,,,,170.0,1954.0,1.0,,170560.0,506350.0,2015.0,335790.0,5420.26,,,61110052031007.0
546,17123876,,,,2.0,4.0,,,2.0,,1960.0,1960.0,1960.0,,,1960.0,,6111.0,1.0,2.0,2.0,462.0,,,34241335.0,-119033177.0,7000.0,,,,,,1111,261.0,,61110052.033005,51239.0,2061.0,,97089.0,7.0,,,,,,,1973.0,1.0,,64212.0,84583.0,2015.0,20371.0,914.22,,,61110052033005.0
547,17124022,,,,3.0,4.0,,,3.0,,1365.0,2600.0,2600.0,,,1365.0,,6111.0,2.0,3.0,2.0,596.0,,,34242380.0,-119033922.0,9887.0,1.0,610.0,,,1.0,1111,261.0,,61110052.033001,51239.0,2061.0,,97089.0,8.0,,,,,,,1976.0,2.0,,390443.0,650735.0,2015.0,260292.0,6965.82,,,61110052033001.0
548,17124114,,,,3.0,5.0,,,3.0,66.0,1642.0,2971.0,2971.0,,,1642.0,,6111.0,1.0,3.0,2.0,438.0,,,34241990.0,-119038868.0,8273.0,,,,,,1111,261.0,,61110052.03101,51239.0,2061.0,,97089.0,10.0,,,,,220.0,,1978.0,2.0,,356563.0,594272.0,2015.0,237709.0,6361.06,,,61110052031010.0
549,17124214,,,,3.0,4.0,,,3.0,,1365.0,2600.0,2600.0,,,1365.0,,6111.0,2.0,3.0,2.0,596.0,,,34243663.0,-119034397.0,9345.0,,,,,,1111,261.0,,61110052.031021,51239.0,2061.0,,97089.0,8.0,,,,,110.0,,1978.0,2.0,,160382.0,212250.0,2015.0,51868.0,2284.48,,,61110052031021.0
550,17124337,,,,2.0,4.0,,,2.0,,1999.0,1999.0,1999.0,,,1999.0,,6111.0,1.0,2.0,2.0,469.0,,,34237855.0,-119038455.0,8848.0,,,,,,1111,261.0,,61110052.031015,51239.0,2061.0,,97089.0,7.0,,,,,,,1981.0,1.0,,154366.0,237947.0,2015.0,83581.0,2558.76,,,61110052031015.0
551,17124437,,,,2.5,4.0,,,2.5,,871.0,1928.0,1928.0,,,871.0,,6111.0,1.0,2.0,2.0,0.0,,,34231774.0,-119089962.0,,,,,,,1129,266.0,,61110052.052014,51239.0,2061.0,,97089.0,8.0,,1.0,,,296.0,,1997.0,2.0,,194736.0,244697.0,2015.0,49961.0,3951.88,,,61110052052014.0
552,17124911,,,,4.5,5.0,,,4.5,,3135.0,5265.0,5265.0,,,6390.0,,6111.0,3.0,4.0,3.0,849.0,,,34232113.0,-119098828.0,55321.0,1.0,840.0,,,1.0,1110,261.0,,61110052.052018,51239.0,2061.0,,97089.0,10.0,,1.0,,,120.0,,1998.0,2.0,,737005.0,1463452.0,2015.0,726447.0,17471.96,,,61110052052018.0
553,17125561,,,,2.0,3.0,,,2.0,,2104.0,2104.0,2104.0,,,2104.0,,6111.0,1.0,2.0,2.0,420.0,,,34241552.0,-119030770.0,9880.0,,,,,,1111,261.0,,61110052.033006,51239.0,2061.0,,97089.0,6.0,,,,,270.0,,1964.0,1.0,,252390.0,504780.0,2015.0,252390.0,5477.32,,,61110052033006.0
554,17125691,,,,2.0,4.0,,,2.0,,1792.0,2404.0,2404.0,,,1792.0,,6111.0,1.0,2.0,2.0,552.0,,,34246139.0,-119027708.0,17940.0,,,,,,1111,261.0,,61110052.022003,51239.0,2061.0,,97089.0,7.0,,,,,,,1961.0,1.0,,203773.0,271682.0,2015.0,67909.0,2914.74,,,61110052022003.0
555,17125829,,,,2.5,4.0,,,2.5,66.0,1303.0,2882.0,2882.0,,,1303.0,,6111.0,1.0,2.0,2.0,473.0,,,34240014.0,-119024793.0,10000.0,,,,,,1111,261.0,,61110052.022034,51239.0,2061.0,,97089.0,8.0,,1.0,,,,,1980.0,2.0,,222070.0,289609.0,2015.0,67539.0,3110.44,,,61110052022034.0
556,17126075,,,,2.0,2.0,,,2.0,,945.0,945.0,945.0,,,945.0,,6111.0,1.0,2.0,2.0,0.0,,,34245900.0,-119024000.0,,,,,,,1129,266.0,,61110052.02202,51239.0,2061.0,,97089.0,4.0,,,,,,,1997.0,1.0,,50616.0,68925.0,2015.0,18309.0,724.78,,,61110052022020.0
557,17126212,,,,2.0,3.0,,,2.0,,1980.0,1980.0,1980.0,,,1980.0,,6111.0,1.0,2.0,2.0,666.0,,,34248246.0,-119045209.0,22327.0,,,,,,1110,261.0,,61110052.022015,51239.0,2061.0,,97089.0,5.0,,,,,234.0,,1976.0,1.0,,170000.0,646000.0,2015.0,476000.0,6911.36,,,61110052022015.0
558,17126265,,,,1.5,2.0,,,1.5,,1560.0,1560.0,1560.0,,,1560.0,,6111.0,1.0,1.0,2.0,441.0,,,34250788.0,-119040824.0,66676.0,1.0,576.0,,,1.0,1110,261.0,,61110052.022015,51239.0,2061.0,,97089.0,6.0,,1.0,,,441.0,,1961.0,1.0,,74015.0,104578.0,2015.0,30563.0,1216.5,,,61110052022015.0
559,17126991,,,,2.0,3.0,,,2.0,,962.0,1496.0,1496.0,,,962.0,,6111.0,,2.0,1.0,0.0,,,34223829.0,-119072641.0,3920.0,,,,,,1129,266.0,,61110052.052027,51239.0,2061.0,,97089.0,6.0,,,,,,,1975.0,2.0,,120500.0,345000.0,2015.0,224500.0,3746.9,,,61110052052027.0
560,17127280,,,,2.0,3.0,,,2.0,,1316.0,1316.0,1316.0,,,1316.0,,6111.0,1.0,2.0,2.0,462.0,,,34234795.0,-119053671.0,7952.0,,,,,,1111,261.0,,61110052.032024,51239.0,2061.0,,97089.0,6.0,,,,,,,1961.0,1.0,,227724.0,455448.0,2015.0,227724.0,4947.44,,,61110052032024.0
561,17128017,,,,3.0,4.0,,,3.0,66.0,1316.0,2217.0,2217.0,,,1316.0,,6111.0,1.0,3.0,2.0,650.0,,,34237927.0,-119059648.0,9455.0,,,,,,1111,261.0,,61110052.041015,51239.0,2061.0,,97089.0,7.0,,,,,360.0,,1990.0,2.0,,293105.0,488506.0,2015.0,195401.0,5378.56,,,61110052041015.0
562,17128728,,,,2.0,3.0,,,2.0,,1058.0,1058.0,1058.0,,,1058.0,,6111.0,,2.0,1.0,0.0,,,34215717.0,-118996641.0,4180.0,,,,,,1128,265.0,,61110053.042013,51239.0,2061.0,,97091.0,5.0,,,,,120.0,,1978.0,1.0,,213175.0,354952.0,2015.0,141777.0,3853.14,,,61110053042013.0
563,17129139,,,,2.0,3.0,,,2.0,,1328.0,1328.0,1328.0,,,1328.0,,6111.0,1.0,2.0,2.0,441.0,,,34217515.0,-118999265.0,4494.0,,,,,,1111,261.0,,61110053.043008,51239.0,2061.0,,97091.0,6.0,,,,,180.0,,1989.0,1.0,,191820.0,319699.0,2015.0,127879.0,3413.48,,,61110053043008.0
564,17129305,,,,0.0,0.0,,,,,,1464.0,,1464.0,,,,6111.0,,,,,,,34224075.0,-119011603.0,4425.0,,,,,,1117,275.0,,61110053.031049,51239.0,2061.0,,97091.0,0.0,,,,,,,1979.0,,,6658.0,138831.0,2015.0,132173.0,1539.56,,,61110053031049.0
565,17129405,,,,0.0,0.0,,,,,,1536.0,,1536.0,,,,6111.0,,,,,,,34224932.0,-119012897.0,4245.0,,,,,,1117,275.0,,61110053.031046,51239.0,2061.0,,97091.0,0.0,,,,,,,1978.0,,,27335.0,235590.0,2015.0,208255.0,2497.84,,,61110053031046.0
566,17130664,,,,1.5,3.0,,,1.5,,2027.0,2027.0,2027.0,,,2027.0,,6111.0,,1.0,2.0,484.0,,,34260199.0,-118999925.0,11300.0,,,,,,1110,261.0,,61110052.021006,34037.0,2061.0,,97119.0,6.0,,1.0,,,220.0,,1964.0,1.0,,91883.0,337714.0,2015.0,245831.0,3597.88,,,61110052021006.0
567,17130809,,,,1.0,4.0,,,1.0,,998.0,998.0,998.0,,,998.0,,6111.0,,1.0,,,,,34219641.0,-119035802.0,4500.0,,,,,,1110,261.0,,61110054.031027,51239.0,2061.0,,97089.0,6.0,,,,,,,1940.0,1.0,,15296.0,21380.0,2015.0,6084.0,228.64,,,61110054031027.0
568,17131342,,,,0.0,0.0,,,,,,2040.0,2040.0,,,,,6111.0,,,,,,,34215996.0,-119041025.0,7500.0,,,,,,1210,246.0,,61110056.001004,51239.0,2061.0,,97089.0,0.0,,,,2.0,,,1977.0,,,128860.0,261709.0,2015.0,132849.0,2896.98,,,61110056001004.0
569,17132819,,,,2.0,3.0,,,2.0,,1344.0,1344.0,1344.0,,,1344.0,,6111.0,,2.0,2.0,418.0,,,34223914.0,-119068543.0,7200.0,,,,,,1111,261.0,,61110055.031011,51239.0,2061.0,,97089.0,5.0,,,,,434.0,,1957.0,1.0,,154000.0,443000.0,2015.0,289000.0,4817.22,,,61110055031011.0
570,17132911,,,,2.0,3.0,,,2.0,,1772.0,1772.0,1772.0,,,1772.0,,6111.0,1.0,2.0,2.0,467.0,,,34226842.0,-119059815.0,8059.0,,,,,,1111,261.0,,61110055.03201,51239.0,2061.0,,97089.0,6.0,,,,,1045.0,,1978.0,1.0,,185000.0,526000.0,2015.0,341000.0,5632.2,,,61110055032010.0
571,17133783,,,,2.0,4.0,,,2.0,,1386.0,1386.0,1386.0,,,1386.0,,6111.0,1.0,2.0,2.0,441.0,,,34231691.0,-119043718.0,8751.0,,,,,,1111,261.0,,61110055.042007,51239.0,2061.0,,97089.0,6.0,,,,,120.0,,1961.0,1.0,,211378.0,352292.0,2015.0,140914.0,3779.5,,,61110055042007.0
572,17133806,,,,2.0,4.0,,,2.0,,1386.0,1386.0,1386.0,,,1386.0,,6111.0,1.0,2.0,2.0,441.0,,,34231058.0,-119044833.0,8240.0,,,,,,1111,261.0,,61110055.042006,51239.0,2061.0,,97089.0,6.0,,,,,,,1961.0,1.0,,216608.0,433216.0,2015.0,216608.0,4716.36,,,61110055042006.0
573,17133943,,,,2.0,3.0,,,2.0,,1499.0,1864.0,1864.0,,,1499.0,,6111.0,1.0,2.0,2.0,484.0,,,34228629.0,-119040515.0,9100.0,,,,,,1111,261.0,,61110055.042011,51239.0,2061.0,,97089.0,7.0,,,,,,,1965.0,1.0,,181715.0,291122.0,2015.0,109407.0,3126.52,,,61110055042011.0
574,17134043,,,,2.0,3.0,,,2.0,,1333.0,1528.0,1528.0,,,1333.0,,6111.0,1.0,2.0,2.0,483.0,,,34229754.0,-119041686.0,7944.0,,,,,,1111,261.0,,61110055.042012,51239.0,2061.0,,97089.0,6.0,,,,,240.0,,1964.0,2.0,,222083.0,444166.0,2015.0,222083.0,4756.76,,,61110055042012.0
575,17134250,,,,2.0,3.0,,,2.0,,1500.0,1500.0,1500.0,,,1500.0,,6111.0,1.0,2.0,2.0,504.0,,,34232006.0,-119040508.0,7100.0,,,,,,1111,261.0,,61110055.042003,51239.0,2061.0,,97089.0,6.0,,,,,340.0,,1968.0,1.0,,161126.0,268540.0,2015.0,107414.0,2952.88,,,61110055042003.0
576,17134519,,,,2.0,3.0,,,2.0,,1469.0,1809.0,1809.0,,,1469.0,,6111.0,1.0,2.0,2.0,672.0,,,34223825.0,-119050921.0,9951.0,,,,,,1111,261.0,,61110055.032015,51239.0,2061.0,,97089.0,7.0,,,,,540.0,,1969.0,1.0,,204063.0,408126.0,2015.0,204063.0,4375.74,,,61110055032015.0
577,17134680,,,,1.5,3.0,,,1.5,,723.0,1673.0,1673.0,,,723.0,,6111.0,1.0,1.0,2.0,0.0,,,34223028.0,-119048634.0,2829.0,,,,,,1128,265.0,,61110055.021008,51239.0,2061.0,,97089.0,5.0,,1.0,,,,,1967.0,2.0,,195698.0,256973.0,2015.0,61275.0,2732.38,,,61110055021009.0
578,17134703,,,,1.0,1.0,,,1.0,,812.0,812.0,812.0,,,812.0,,6111.0,1.0,1.0,1.0,0.0,,,34222555.0,-119048541.0,2228.0,,,,,,1128,265.0,,61110055.021008,51239.0,2061.0,,97089.0,4.0,,,,,838.0,,1967.0,1.0,,95103.0,190206.0,2015.0,95103.0,2094.3,,,61110055021009.0
579,17134803,,,,2.5,4.0,,,2.5,,1260.0,2377.0,2377.0,,,1260.0,,6111.0,1.0,2.0,2.0,420.0,,,34227269.0,-119044108.0,8312.0,1.0,720.0,,,1.0,1111,261.0,,61110055.041009,51239.0,2061.0,,97089.0,7.0,,1.0,,,852.0,,1967.0,2.0,,273674.0,456121.0,2015.0,182447.0,4886.16,,,61110055041009.0
580,17134926,,,,2.5,5.0,,,2.5,,1240.0,2632.0,2632.0,,,1240.0,,6111.0,1.0,2.0,2.0,440.0,,,34229816.0,-119050224.0,7602.0,1.0,800.0,,,1.0,1111,261.0,,61110055.041004,51239.0,2061.0,,97089.0,8.0,,1.0,,,180.0,,1971.0,2.0,,342611.0,571086.0,2015.0,228475.0,6109.94,,,61110055041004.0
581,17135310,,,,2.5,3.0,,,2.5,,614.0,1467.0,1467.0,,,614.0,,6111.0,1.0,2.0,2.0,0.0,,,34221738.0,-119047389.0,1742.0,,,,,,1128,265.0,,61110055.021011,51239.0,2061.0,,97089.0,6.0,,1.0,,,,,1977.0,2.0,,158355.0,211125.0,2015.0,52770.0,2317.64,,,61110055021011.0
582,17135410,,,,2.0,3.0,,,2.0,,1244.0,1244.0,1244.0,,,1244.0,,6111.0,1.0,2.0,2.0,0.0,,,34219893.0,-119045197.0,2178.0,,,,,,1128,265.0,,61110055.021005,51239.0,2061.0,,97089.0,5.0,,,,,,,1975.0,1.0,,169844.0,283072.0,2015.0,113228.0,3085.74,,,61110055021005.0
583,17135433,,,,2.0,3.0,,,2.0,,1772.0,1772.0,1772.0,,,1772.0,,6111.0,1.0,2.0,2.0,467.0,,,34224849.0,-119044499.0,7205.0,,,,,,1111,261.0,,61110055.041016,51239.0,2061.0,,97089.0,6.0,,,,,,,1978.0,1.0,,247486.0,412475.0,2015.0,164989.0,4416.6,,,61110055041016.0
584,17135556,,,,2.0,2.0,,,2.0,,1232.0,1232.0,1232.0,,,1232.0,,6111.0,1.0,2.0,2.0,457.0,,,34225324.0,-119039013.0,3743.0,,,,,,1111,261.0,,61110055.042016,51239.0,2061.0,,97089.0,4.0,,,,,,,1979.0,1.0,,105018.0,177782.0,2015.0,72764.0,1971.3,,,61110055042016.0
585,17135708,,,,2.5,2.0,,,2.5,,654.0,1370.0,1370.0,,,654.0,,6111.0,1.0,2.0,2.0,0.0,,,34234783.0,-119042087.0,435.0,,,,,,1129,266.0,,61110055.042,51239.0,2061.0,,97089.0,4.0,,1.0,,,,,1980.0,2.0,,145917.0,152230.0,2015.0,6313.0,1688.88,,,61110055042000.0
586,17135846,,,,2.5,4.0,,,2.5,,1445.0,2052.0,2052.0,,,1445.0,,6111.0,1.0,2.0,2.0,432.0,,,34222135.0,-119043226.0,7171.0,,,,,,1111,261.0,,61110055.021006,51239.0,2061.0,,97089.0,7.0,,1.0,,,950.0,,1985.0,2.0,,272086.0,544172.0,2015.0,272086.0,5895.54,,,61110055021006.0
587,17135876,,,,2.0,4.0,,,2.0,,1306.0,1306.0,1306.0,,,1306.0,,6111.0,1.0,2.0,2.0,495.0,,,34230411.0,-119026514.0,6598.0,,,,,,1111,261.0,,61110054.042005,51239.0,2061.0,,97089.0,6.0,,,,,225.0,,1960.0,1.0,,151000.0,433000.0,2015.0,282000.0,4706.84,,,61110054042005.0
588,17135999,,,,2.0,3.0,,,2.0,,1216.0,1216.0,1216.0,,,1216.0,,6111.0,1.0,2.0,2.0,462.0,,,34227500.0,-119025831.0,6344.0,,,,,,1111,261.0,,61110054.042011,51239.0,2061.0,,97089.0,7.0,,,,,330.0,,1960.0,1.0,,35623.0,53932.0,2015.0,18309.0,659.9,,,61110054042011.0
589,17136099,,,,2.0,4.0,,,2.0,,1390.0,1690.0,1690.0,,,1390.0,,6111.0,2.0,2.0,2.0,402.0,,,34221010.0,-119031032.0,8900.0,,,,,,1111,261.0,,61110054.031009,51239.0,2061.0,,97089.0,8.0,,,,,767.0,,1961.0,1.0,,63712.0,81935.0,2015.0,18223.0,893.18,,,61110054031009.0
590,17136199,,,,2.0,4.0,,,2.0,,1390.0,1390.0,1390.0,,,1390.0,,6111.0,,2.0,2.0,402.0,,,34222070.0,-119033587.0,7000.0,,,,,,1111,261.0,,61110054.031012,51239.0,2061.0,,97089.0,7.0,,,,,240.0,,1962.0,1.0,,151486.0,302972.0,2015.0,151486.0,3245.74,,,61110054031012.0
